indice,text,repostCount,replyCount,link,image,createdAt,depressive
2028,"It was this huge family thing. Extended great aunts and uncles and cousins. And I don't miss most of them, to be honest. The person I turned out to be isn't someone a lot of them would approve of if they knew certain things I've left out in conversation. But I hate how many of them are gone.",0,1,0,0,2024-12-29T23:41:57.649Z,0
1568,"GAZA DONATION FUND!!! 
chuffed.org/project/1189...
see the screenshot below. i have been in contact with aseel for a little over a month and she needs help to pay for an operation! help her towards her immediate goal of $80 please..",2,0,0,1,2025-02-05T04:47:29.103Z,0
734,"I AM NOT SUICIDAL. I repeat, I AM NOT SUICIDAL.
 I am a CSA, SA, MMIP, DV, and rape survivor. 
 Furthermore, I do tend to piss off a lot of rich and elite people, so this needs to be posted if I am going to keep talking.",17,9,0,0,2025-01-24T03:13:41.181Z,0
1264,Just uh... Click a button on this screen... And do you want to donate to the starving children that will for sure die if you don’t spare a single cent. No pressure!,0,0,0,0,2024-11-26T01:41:01.362Z,0
934,Lookit.  My friend did a very kind thing for me buying the ticket and it was nobody's fault (bar dastardly Manchester City Council or whoever regulates your water!) that Manc's water gone fucked.  We had a lovely day together and I couldn't have done this if I was working.  Thanks K! Xx,0,1,0,0,2024-12-09T20:43:32.384Z,0
1030,"Nina DuBois: W.E.B. DuBois' interest in the Bahá'í Faith led to his wife becoming a believer. He wrote:

“if I were going to join a religious organization I should certainly be strongly tempted to join the Bahai movement”

#Bahai #BlackHistoryMonth

bahaiteachings.org/w-e-b-nina-d...",0,0,1,0,2025-02-14T17:53:09.413Z,0
829,"shoutout to haloperidol. i've been dealing with a minor depressive episode the past week or two and it was starting to get worse so two nights ago i was like, fuck it, i'll take the haloperidol. i was pretty tired the next day but otherwise, i felt fine, and i've felt fine since. banger pill 10/10",0,0,0,0,2024-05-16T03:34:23.466Z,0
1865,"Hear me out: 
Let’s up the ante on the economic blackout tomorrow. How about we all give something to someone and we make it like a “gift economy” kind of day? I am totally going to bring random stuff to the office tomorrow and give it to people. Who’s in?",0,0,0,0,2025-02-28T03:38:04.955Z,0
2595,"Nevermind, had to do some heavy lifting/pushing and now I wanna die - might need the Tylenol by the end of the day",0,0,0,0,2024-12-13T15:22:53.039Z,0
284,If I was ever an object show shipper again I’d kill myself,0,0,0,0,2025-02-13T14:43:24.999Z,0
960,"he and his archenemy stare at each other as the chrysalisation begins: him smirking triumphantly, and his foe glaring in fury. before the villain can vent his anger on his defeated foe, his limbs go numb & limp and his vision fades to nothing as the energy is rapidly stripped from his body",0,2,0,0,2025-02-11T01:37:30.160Z,0
2618,"50 tons, miss wanna die, meddle about, eyeless, dead memories, the perfect pair, don't copy my flow, ecstasy, cry baby, cry e daddy issues",0,1,0,0,2024-09-01T19:44:37.599Z,0
2690,"📢 ATTUNE explores young people's experiences with voluntary sector support for self-harm/suicidal thoughts, aiming to improve youth suicide prevention.

📅 Launch: 27 Feb, 2–3:30 PM
🔗 Register: shorturl.at/k1LO4

@willemjstander.bsky.social 
@georginaspcr.bsky.social",4,0,0,1,2025-01-13T09:20:46.458Z,0
1504,"I have spent the last few days reading this, and it's an absolute masterpiece. I've been thinking a lot about the parallels between Gaiman and his work (and the bits within it that made me feel uncomfortable, which at the time was passed as edgy and nothing more), and this deep dive is phenomenal.",2,1,1,0,2025-02-28T12:56:13.301Z,0
3087,"I thought this was a joke at first, not the universe telling us how 2025 would go.

I assume there was a stiff breeze, perhaps a slight drizzle:  Conditions the Cybertruck was never meant to endure.

(Don't buy Tesla if you don't wanna die locked in a burning wreck.)

www.nbcnews.com/news/us-news...",0,1,1,0,2025-01-01T21:12:40.450Z,0
212,"I mean it’s not even about being liked anymore tbh the amount of times I’ve been told to kill myself and just treated poorly, yeah it’s enough to push me over",0,1,0,0,2025-01-26T23:35:21.145Z,0
2842,It is already 80 in my house and I wanna die knowing it'll be hotter when I come back from work.,0,1,0,0,2024-10-02T18:23:40.896Z,0
2235,"I WANNA main Beerus but last time I looked at a DBFZ tier list he was like D tier 😩

W/E I have no emotional connection to dragon ball so I will just play good fighting games instead",0,0,0,0,2024-09-19T14:42:54.786Z,0
3197,i wanna hang out w her but i know i would die on drink 1 i’m a lightweight,0,1,0,0,2024-09-14T01:11:07.031Z,0
1057,"(d) Life is a tale told by an idiot, full of sound and fury, signifying nothing;
(e) [insert Leonard Cohen lyrics here]
I mean, if you are going to traumatize the kids, at least make it deep.",0,1,0,0,2023-06-27T23:21:57.441Z,0
2456,No I just lied and said I was diagnosed with depression instead of bipolar disorder in order to get Wellbutrin bc it can make you skinny and then it sent me into a months long manic episode followed by the most insane crash out,0,1,0,0,2024-11-14T15:45:09.078Z,0
1682,"ITS NOT YOUR FAULT I RUIN EVERYTHING 
AND ITS NOT YOUR FAULT I CANT BE WHAT YOU NEED",0,1,0,0,2024-09-15T16:54:34.051Z,0
2029,"...it looks like TikTok is back again?

Are they just toying with us?

Also, to those saying you need to get your priorities in order if you're sad TT is (was?) gone and not mad about the election, I have zero problem caring about two things at once. Do you?

Also, I'm well over 30, so--",0,0,1,0,2025-01-19T18:34:14.539Z,0
1195,"My Christmas outfit pngtuber is running behind schedule but I assure you she will be very pretty when I'm done! 
Here's a little teaser. Yes, I am trying an alternate hairstyle 🦊💜",1,1,0,0,2024-12-02T14:20:23.644Z,0
2199,"me so joy and buoyed my existence. I wouldn't be here if it wasn't for becoming who I am today. When I've self-harmed or struggled with suicidal thoughts, all I felt was pain and self-hatred. Being trans and non-binary is not that and it has saved me.",0,1,0,0,2025-01-07T22:51:12.746Z,0
942,"numb, 2022",3,0,0,0,2025-02-23T23:14:36.938Z,0
2236,"If you wanna eat with us at Tony's, PLEASE fill the RSVP form out no later than 11:59 PM on Monday, January 13th. docs.google.com/forms/d/e/1F...",0,1,0,0,2024-12-17T13:56:09.128Z,0
2269,"If you wanna eat with us at Tony's, PLEASE fill the RSVP form out no later than 11:59 PM on Monday, November 11th. docs.google.com/forms/d/e/1F...",1,0,1,0,2024-10-23T19:06:45.266Z,0
93,"First therapist ever
Suicidal BIG TIME when we met
She got her dream job, im thrilled for her
Another person gone
No friends, never had many
Thoughts are spun 
Spiraling down
New one scheduled is 22 yo
Feeling dark panic 
Spinning madly
Why cant i be normal",0,0,0,0,2024-08-04T16:12:56.147Z,1
2642,"well, let me share this:
both my parents AND my siblings do not know or understand that I have suicidal thoughts
thoughts and tendencies are two different things but if you think it there is STILL a risk of it happening",0,1,0,0,2024-10-29T07:12:40.374Z,1
58,"How do you stop intrusive suicidal thoughts? My brain just keeps repeating ""I'm going to kill myself"" over and over again today and it's starting to get on my nerves.",0,0,0,0,2025-01-23T20:37:41.361Z,1
961,"I'm Canadian. This all feels threatening and surreal. In grocery stores, everyone is checking labels to make sure we don't accidentally buy an American product. We're angry.
Canadians don't abide disrespect. That said, please don't go numb. As always, we'll fight the world's fascists alongside you",20,17,0,0,2025-02-09T20:28:03.956Z,0
2716,"Now that you know what the president was actually doing, you really wanna die on that hill? --jeff in Sandy Hook",1,0,0,0,2024-12-15T05:33:00.808Z,0
1834,i do not like the new shrek design. it’s not the art style that bothers me it’s that his + donkey’s proportions are changed slightly and it doesn’t sit right with me 😭 fiona feels the least off but idk what’s up with her teeth. their baby is cute tho i’ll give em that,0,1,0,0,2025-02-28T18:14:59.577Z,0
746,"There are few films that I feel I have to stop watching, but La La Land I really just cannot get through. 

It seems like everything I would enjoy but there's something about it which makes me feel like I want to watch something else. 

Is it just me?",0,0,0,0,2024-11-10T21:23:45.139Z,0
3149,i ate hella rn i wanna die 😩,0,0,0,0,2025-01-28T20:39:07.886Z,0
1113,"Trying to compensate internal lack with external validation will only make you feel more empty inside, getting you stuck in a cycle of self rejection, pain and suffering.  Whenever you discover where you're lacking internally, do all you can to build your internal self image.",0,0,0,0,2025-02-01T06:01:30.019Z,0
1904,"Should I work on making the constant suicidal thoughts go away? Yes 

Do I want to do that? Nope",0,2,0,0,2024-03-31T18:22:28.112Z,0
1411,YOU MAKE ME WISH I COULD DISAPPEAR 🗣️,0,0,0,0,2025-01-15T05:30:47.963Z,0
2045,"I find it bizarre why people choose to vote for a loud mouth idiot that has 34 convictions, that has never gone through hardship and has insulted veterans. If I was in the USA I would vote for a leader with meritocracy that is calm, composed, wise, does what's right for the country and for everyone.",0,1,0,0,2024-12-31T10:17:17.800Z,0
406,"I hate Trump and the GOP and never voted republican in my life.
I am also a white person.",0,0,0,0,2025-01-02T20:13:19.497Z,0
1468,"all the good i've done will be gone, but all the bad will be gone too. god, sometimes i *wish* i could just disappear.

the narcissist the song is talking about is probably feel what i'm feeling right now tenfold. (8/10)",0,2,0,0,2025-01-28T01:51:19.458Z,0
915,113.  Stede's POV,0,6,0,1,2025-02-27T02:12:33.033Z,0
969,"it's not doomerism if you can see the actual fucking doom, like it's over there, it's right there.. sometimes you just gotta express your feelings about that, whatever form they take. if I was genuinely all-in on it I wouldn't be posting about it, I'd just be gone",18,3,0,0,2024-07-01T18:16:17.879Z,0
1077,"Shoud not be a big problem. :-D If you are within reach of some postal service... just drop me a note to my e-mail: blaha.pavel@gmail.com :-D

I have a 3D printer! :-D",0,0,0,0,2024-01-09T19:22:15.710Z,0
921,"You aren't a burden. I don't know you, and you don't know me, but while life is dark and grim, lonely, scary, and very thankless, YOU exist. It may seem pointless, but you are a unique aspect to this tapistry; a bright, beautiful piece that can't be replaced, ever.",0,0,0,0,2023-10-09T22:30:46.885Z,0
1139,"I can be your daddy or your gym bro, either way you’re staying under me til i decide I’m done.

(Yes the tag is still on I was trying it on and too lazy to take another pic)",10,15,0,0,2025-02-15T18:40:12.036Z,0
1116,I feel fucking empty inside,0,0,0,0,2024-11-06T17:27:53.929Z,1
2181,"When I blurt things out it's almost always: sex including BDSM stuff, suicidal thoughts/death wish. Why? 😳 Maybe because I'm actively trying not to talk about these things unless the context feels right; I don't blurt mundane stuff.  Sometimes I can't speak reliably.",0,0,0,0,2025-01-09T08:33:29.799Z,0
891,"“Every swig of bourbon I feel oozing past my corseted waist reminds me life is finite and this is all pointless raging against the dying of the li- oh yes, a refill please”",0,0,0,0,2023-08-06T19:57:54.937Z,0
3288,"A list of my interests for anyone that wanna moot yep yep 
- Art
- Ocs
- DnD
- Minecraft (I been getting into it lately)
- Honkai Star Rail and Honkai Impact 3rd
- Sonic
- Baldur’s Gate 3
- Identity V 
- Madoka Magica
- Your Turn To Die
- Sims 4
- Stardew Valley
- Writing
- Vrchat",0,0,0,0,2024-10-17T21:20:58.560Z,0
829,"i spend a lot of time wondering how long it would take someone to notice if i suddenly ceased to exist. im convinced if id disappeared at the start of last month, no one would have noticed yet. this isn’t a sympathy post or anything, it's more just an observation.",0,0,0,0,2024-05-02T00:33:06.564Z,0
227,"Great, I educated myself and feel really bad about supporting bigotry and genocide, and want to stop. I would like those who take my tax dollars to kill babies and infants to stop and return my money with interest, and then I will listen to their opinions. Until then, no.

bsky.app/profile/dipl...",0,1,0,0,2024-10-10T19:47:22.145Z,0
